,age,job,salary,balance,default,housing,loan,contact,day,month,duration,campaign,previous,poutcome,target,marital,education
11093,46,unknown,60000.0,10,no,no,no,unknown,18,jun,64,6,0,unknown,no,single,primary
11094,45,admin.,50000.0,231,no,yes,no,unknown,18,jun,151,3,0,unknown,no,married,secondary
11095,46,blue-collar,20000.0,557,no,no,no,unknown,18,jun,89,1,0,unknown,no,married,primary
11096,37,blue-collar,20000.0,1736,no,no,yes,unknown,18,jun,66,1,0,unknown,no,married,secondary
11097,40,self-employed,60000.0,256,no,no,no,unknown,18,jun,30,1,0,unknown,no,married,secondary
11098,55,retired,55000.0,31,no,no,no,unknown,18,jun,72,1,0,unknown,no,married,secondary
11099,42,entrepreneur,120000.0,31,no,no,no,unknown,18,jun,120,1,0,unknown,no,divorced,secondary
11100,28,blue-collar,20000.0,-493,no,yes,no,unknown,18,jun,126,4,0,unknown,no,married,secondary
11101,45,blue-collar,20000.0,103,no,no,no,unknown,18,jun,48,1,0,unknown,no,married,secondary
11102,29,housemaid,16000.0,1104,no,yes,no,unknown,18,jun,262,9,0,unknown,no,married,secondary
11103,52,blue-collar,20000.0,262,no,no,no,unknown,18,jun,1062,4,0,unknown,no,married,secondary
11104,37,services,70000.0,2657,no,yes,no,unknown,18,jun,295,1,0,unknown,no,single,secondary
11105,37,blue-collar,20000.0,415,no,no,no,unknown,18,jun,203,1,0,unknown,no,single,secondary
11106,28,management,100000.0,2253,no,yes,no,unknown,18,jun,906,2,0,unknown,no,single,tertiary
11107,49,management,100000.0,1330,no,no,yes,unknown,18,jun,37,1,0,unknown,no,married,primary
11108,42,services,70000.0,0,no,no,no,unknown,18,jun,118,6,0,unknown,no,married,secondary
11109,42,unknown,60000.0,2918,no,no,no,unknown,18,jun,18,1,0,unknown,no,single,tertiary
11110,51,housemaid,16000.0,1093,no,no,yes,unknown,18,jun,18,1,0,unknown,no,married,primary
11111,54,housemaid,16000.0,3151,no,no,no,unknown,18,jun,350,7,0,unknown,no,married,primary
11112,39,admin.,50000.0,224,no,no,no,unknown,18,jun,421,2,0,unknown,no,married,secondary
11113,51,retired,55000.0,67,no,no,no,unknown,18,jun,835,1,0,unknown,yes,married,primary
11114,60,retired,55000.0,0,no,no,no,unknown,18,jun,104,1,0,unknown,no,married,primary
11115,29,blue-collar,20000.0,-565,no,yes,no,unknown,18,jun,164,3,0,unknown,no,married,secondary
11116,38,services,70000.0,2289,no,no,no,unknown,18,jun,89,5,0,unknown,no,married,secondary
11117,39,self-employed,60000.0,426,no,no,no,unknown,18,jun,1029,1,0,unknown,yes,single,tertiary
11118,36,blue-collar,20000.0,9,no,yes,no,unknown,18,jun,112,3,0,unknown,no,married,tertiary
11119,55,blue-collar,20000.0,1101,no,no,no,unknown,18,jun,744,3,0,unknown,no,married,primary
11120,36,unemployed,8000.0,8267,no,no,no,unknown,18,jun,321,2,0,unknown,no,divorced,secondary
11121,37,management,100000.0,223,no,no,no,unknown,18,jun,24,10,0,unknown,no,married,tertiary
11122,48,admin.,50000.0,1096,no,yes,no,unknown,18,jun,213,5,0,unknown,no,married,secondary
11123,37,blue-collar,20000.0,704,no,no,no,unknown,18,jun,165,7,0,unknown,no,married,primary
11124,51,management,100000.0,192,no,no,no,unknown,18,jun,129,3,0,unknown,no,married,primary
11125,51,services,70000.0,9,no,no,no,unknown,18,jun,371,2,0,unknown,yes,divorced,secondary
11126,36,blue-collar,20000.0,1707,no,no,no,unknown,18,jun,190,2,0,unknown,no,married,primary
11127,27,entrepreneur,120000.0,47,no,yes,no,unknown,18,jun,114,4,0,unknown,no,married,secondary
11128,36,unknown,60000.0,1370,no,no,no,unknown,18,jun,221,5,0,unknown,no,married,secondary
11129,33,management,100000.0,729,no,yes,yes,unknown,18,jun,178,5,0,unknown,no,single,tertiary
11130,58,unemployed,8000.0,7798,no,no,no,unknown,18,jun,247,5,0,unknown,no,divorced,secondary
11131,27,technician,60000.0,629,no,yes,yes,unknown,18,jun,680,2,0,unknown,no,single,secondary
11132,56,blue-collar,20000.0,3760,no,no,no,unknown,18,jun,243,3,0,unknown,no,married,secondary
11133,42,admin.,50000.0,0,no,yes,yes,unknown,18,jun,185,4,0,unknown,no,divorced,secondary
11134,32,services,70000.0,201,no,yes,no,unknown,18,jun,110,2,0,unknown,no,married,secondary
11135,26,admin.,50000.0,416,no,yes,yes,unknown,18,jun,172,2,0,unknown,no,married,secondary
11136,25,services,70000.0,-501,no,yes,yes,unknown,18,jun,156,3,0,unknown,no,single,unknown
11137,39,blue-collar,20000.0,39,no,yes,no,unknown,18,jun,34,6,0,unknown,no,married,secondary
11138,42,blue-collar,20000.0,1279,no,yes,no,unknown,18,jun,347,4,0,unknown,no,single,secondary
11139,37,blue-collar,20000.0,10721,no,yes,no,unknown,18,jun,394,3,0,unknown,no,married,secondary
11140,28,blue-collar,20000.0,975,no,yes,no,unknown,18,jun,59,3,0,unknown,no,single,secondary
11141,29,management,100000.0,620,no,yes,no,unknown,18,jun,72,3,0,unknown,no,married,tertiary
11142,50,admin.,50000.0,311,no,yes,yes,unknown,18,jun,417,3,0,unknown,no,married,secondary
11143,48,management,100000.0,0,no,no,no,unknown,18,jun,96,3,0,unknown,no,single,tertiary
11144,27,admin.,50000.0,-97,no,yes,no,unknown,18,jun,1528,2,0,unknown,yes,married,secondary
11145,24,blue-collar,20000.0,0,no,yes,no,unknown,18,jun,154,4,0,unknown,no,married,secondary
11146,48,admin.,50000.0,479,no,yes,yes,unknown,18,jun,533,3,0,unknown,no,single,secondary
11147,46,management,100000.0,46,no,no,yes,unknown,18,jun,107,1,0,unknown,no,single,tertiary
11148,49,technician,60000.0,1202,no,yes,no,unknown,18,jun,122,1,0,unknown,no,single,secondary
11149,48,blue-collar,20000.0,363,no,yes,no,unknown,18,jun,257,6,0,unknown,no,married,primary
11150,44,blue-collar,20000.0,1147,no,yes,no,unknown,18,jun,23,3,0,unknown,no,married,secondary
11151,61,entrepreneur,120000.0,369,no,no,no,unknown,18,jun,82,1,0,unknown,no,divorced,secondary
11152,58,unknown,60000.0,219,no,no,no,unknown,18,jun,55,1,0,unknown,no,married,unknown
11153,43,services,70000.0,62,no,no,no,unknown,18,jun,67,1,0,unknown,no,divorced,secondary
11154,45,housemaid,16000.0,143,no,no,no,unknown,18,jun,83,1,0,unknown,no,married,tertiary
11155,43,admin.,50000.0,3485,no,no,no,unknown,18,jun,113,1,0,unknown,no,married,unknown
11156,58,retired,55000.0,97,no,no,no,unknown,18,jun,59,1,0,unknown,no,divorced,primary
11157,50,housemaid,16000.0,0,no,no,no,unknown,18,jun,551,1,0,unknown,no,married,secondary
11158,43,management,100000.0,657,no,no,no,unknown,18,jun,367,1,0,unknown,no,married,tertiary
11159,59,management,100000.0,1304,no,no,no,unknown,18,jun,220,1,0,unknown,no,divorced,tertiary
11160,56,entrepreneur,120000.0,2351,no,no,no,unknown,18,jun,15,1,0,unknown,no,single,unknown
11161,60,retired,55000.0,1524,no,no,no,unknown,18,jun,173,1,0,unknown,no,married,secondary
11162,58,housemaid,16000.0,0,no,no,no,unknown,18,jun,37,1,0,unknown,no,married,primary
11163,57,blue-collar,20000.0,773,no,yes,yes,unknown,18,jun,97,8,0,unknown,no,married,secondary
11164,42,housemaid,16000.0,197,no,no,no,unknown,18,jun,199,1,0,unknown,no,married,secondary
11165,36,blue-collar,20000.0,2627,no,yes,no,unknown,18,jun,94,1,0,unknown,no,married,secondary
11166,35,admin.,50000.0,165,no,yes,no,unknown,18,jun,272,1,0,unknown,no,married,secondary
11167,37,blue-collar,20000.0,-689,yes,no,no,unknown,18,jun,15,1,0,unknown,no,divorced,secondary
11168,40,technician,60000.0,397,no,no,no,unknown,18,jun,50,1,0,unknown,no,married,tertiary
11169,37,management,100000.0,11265,no,no,no,unknown,18,jun,417,1,0,unknown,no,married,tertiary
11170,55,management,100000.0,5836,no,no,no,unknown,18,jun,192,1,0,unknown,no,married,secondary
11171,36,management,100000.0,391,no,no,no,unknown,18,jun,443,1,0,unknown,no,single,tertiary
11172,37,student,4000.0,0,no,no,no,unknown,18,jun,115,1,0,unknown,no,married,unknown
11173,45,unknown,60000.0,0,no,no,no,unknown,18,jun,1487,1,0,unknown,no,single,secondary
11174,49,blue-collar,20000.0,1743,no,no,no,unknown,18,jun,68,1,0,unknown,no,married,secondary
11175,28,technician,60000.0,594,no,yes,yes,unknown,18,jun,54,3,0,unknown,no,divorced,tertiary
11176,60,retired,55000.0,1582,no,no,yes,unknown,18,jun,159,1,0,unknown,no,divorced,primary
11177,44,blue-collar,20000.0,2791,no,no,no,unknown,18,jun,335,1,0,unknown,no,married,primary
11178,49,technician,60000.0,997,no,no,no,unknown,18,jun,118,1,0,unknown,no,married,secondary
11179,39,entrepreneur,120000.0,2310,no,yes,yes,unknown,18,jun,104,1,0,unknown,no,married,tertiary
11180,37,technician,60000.0,0,yes,no,no,unknown,18,jun,236,1,0,unknown,no,married,secondary
11181,49,management,100000.0,1401,no,no,no,unknown,18,jun,300,1,0,unknown,no,married,unknown
11182,54,housemaid,16000.0,5048,no,no,no,unknown,18,jun,163,1,0,unknown,no,married,primary
11183,48,management,100000.0,0,yes,no,yes,unknown,18,jun,103,1,0,unknown,no,married,tertiary
11184,37,management,100000.0,0,no,yes,no,unknown,18,jun,187,1,0,unknown,no,divorced,secondary
11185,41,management,100000.0,11008,no,no,no,unknown,18,jun,1540,1,0,unknown,yes,single,tertiary
11186,49,retired,55000.0,332,no,no,no,unknown,18,jun,163,2,0,unknown,no,single,unknown
11187,46,technician,60000.0,179,no,no,yes,unknown,18,jun,129,1,0,unknown,no,married,secondary
11188,55,blue-collar,20000.0,761,no,no,no,unknown,18,jun,67,1,0,unknown,no,married,primary
11189,38,blue-collar,20000.0,889,no,no,yes,unknown,18,jun,362,1,0,unknown,no,divorced,secondary
11190,42,blue-collar,20000.0,4930,no,no,no,unknown,18,jun,973,1,0,unknown,yes,single,primary
11191,42,technician,60000.0,-813,no,yes,no,unknown,18,jun,36,4,0,unknown,no,married,secondary
11192,37,self-employed,60000.0,2087,no,no,no,unknown,18,jun,167,1,0,unknown,no,single,tertiary
11193,60,housemaid,16000.0,0,no,no,no,unknown,18,jun,138,1,0,unknown,no,married,primary
11194,59,retired,55000.0,0,no,no,no,unknown,18,jun,1009,1,0,unknown,no,married,primary
11195,47,retired,55000.0,490,no,yes,no,unknown,18,jun,55,10,0,unknown,no,married,primary
11196,48,retired,55000.0,5173,no,yes,no,unknown,18,jun,88,8,0,unknown,no,married,primary
11197,48,management,100000.0,5348,no,no,no,unknown,18,jun,105,1,0,unknown,no,married,primary
11198,37,technician,60000.0,603,no,no,no,unknown,18,jun,339,2,0,unknown,no,married,secondary
11199,36,services,70000.0,755,no,no,no,unknown,18,jun,355,1,0,unknown,no,single,secondary
11200,47,services,70000.0,829,no,no,yes,unknown,18,jun,466,2,0,unknown,no,divorced,secondary
11201,37,self-employed,60000.0,2235,no,no,no,unknown,18,jun,94,1,0,unknown,no,married,secondary
11202,60,retired,55000.0,3,no,no,no,unknown,18,jun,227,1,0,unknown,no,married,primary
11203,38,student,4000.0,722,no,no,no,unknown,18,jun,65,1,0,unknown,no,single,unknown
11204,47,management,100000.0,414,no,no,no,unknown,18,jun,387,1,0,unknown,no,married,tertiary
11205,56,retired,55000.0,389,no,yes,no,unknown,18,jun,379,5,0,unknown,no,divorced,secondary
11206,51,unknown,60000.0,167,no,no,no,unknown,18,jun,205,4,0,unknown,no,married,unknown
11207,37,services,70000.0,-224,no,no,no,unknown,18,jun,332,2,0,unknown,no,married,unknown
11208,48,blue-collar,20000.0,0,no,no,no,unknown,18,jun,71,1,0,unknown,no,single,primary
11209,39,services,70000.0,6497,no,no,no,unknown,18,jun,567,1,0,unknown,no,married,tertiary
11210,44,blue-collar,20000.0,1025,no,yes,no,unknown,18,jun,200,1,0,unknown,no,married,secondary
11211,35,blue-collar,20000.0,1201,no,no,no,unknown,18,jun,537,1,0,unknown,yes,married,unknown
11212,44,management,100000.0,17361,no,no,no,unknown,18,jun,476,1,0,unknown,no,married,tertiary
11213,58,housemaid,16000.0,0,no,no,no,unknown,18,jun,290,2,0,unknown,no,divorced,primary
11214,56,services,70000.0,616,no,no,no,unknown,18,jun,1812,1,0,unknown,no,married,unknown
11215,45,management,100000.0,959,no,no,no,unknown,18,jun,74,1,0,unknown,no,divorced,tertiary
11216,50,admin.,50000.0,1019,no,yes,no,unknown,18,jun,76,1,0,unknown,no,married,secondary
11217,57,management,100000.0,1172,no,no,no,unknown,18,jun,26,1,0,unknown,no,married,tertiary
11218,59,retired,55000.0,5744,no,no,no,unknown,18,jun,632,1,0,unknown,no,married,secondary
11219,58,management,100000.0,3768,no,yes,no,unknown,18,jun,316,1,0,unknown,no,married,tertiary
11220,58,housemaid,16000.0,1274,no,no,no,unknown,18,jun,35,7,0,unknown,no,married,primary
11221,46,blue-collar,20000.0,2870,no,no,no,unknown,18,jun,52,6,0,unknown,no,divorced,primary
11222,50,services,70000.0,753,no,no,no,unknown,18,jun,59,2,0,unknown,no,married,secondary
11223,52,retired,55000.0,9,no,no,no,unknown,18,jun,243,1,0,unknown,no,married,primary
11224,44,management,100000.0,2283,no,yes,yes,unknown,18,jun,81,2,0,unknown,no,married,tertiary
11225,59,retired,55000.0,1245,no,no,no,unknown,18,jun,205,2,0,unknown,no,married,primary
11226,54,housemaid,16000.0,1194,no,no,no,unknown,18,jun,58,3,0,unknown,no,divorced,primary
11227,39,blue-collar,20000.0,-186,no,no,yes,unknown,18,jun,320,3,0,unknown,no,married,primary
11228,48,admin.,50000.0,17957,no,no,no,unknown,18,jun,700,7,0,unknown,no,married,secondary
11229,48,self-employed,60000.0,0,no,no,no,unknown,18,jun,453,1,0,unknown,no,single,unknown
11230,44,services,70000.0,1872,no,yes,no,unknown,18,jun,146,3,0,unknown,no,married,secondary
11231,56,entrepreneur,120000.0,773,no,no,no,unknown,18,jun,345,1,0,unknown,no,married,tertiary
11232,32,management,100000.0,7419,no,yes,no,unknown,18,jun,248,29,0,unknown,no,single,tertiary
11233,53,blue-collar,20000.0,517,no,yes,no,unknown,18,jun,188,2,0,unknown,no,divorced,secondary
11234,36,admin.,50000.0,90,no,no,no,unknown,18,jun,166,3,0,unknown,no,married,secondary
11235,55,management,100000.0,0,no,no,no,unknown,18,jun,324,2,0,unknown,no,married,secondary
11236,44,blue-collar,20000.0,4330,no,no,no,unknown,18,jun,16,9,0,unknown,no,single,unknown
11237,51,entrepreneur,120000.0,440,no,no,no,unknown,18,jun,392,1,0,unknown,no,single,secondary
11238,48,admin.,50000.0,1800,no,yes,no,unknown,18,jun,103,1,0,unknown,no,married,secondary
11239,56,blue-collar,20000.0,486,no,yes,no,unknown,18,jun,577,4,0,unknown,no,divorced,secondary
11240,47,blue-collar,20000.0,2443,no,no,no,unknown,18,jun,422,1,0,unknown,no,single,unknown
11241,53,self-employed,60000.0,235,no,no,no,unknown,18,jun,112,3,0,unknown,no,married,tertiary
11242,47,unemployed,8000.0,0,no,no,no,unknown,18,jun,308,1,0,unknown,no,married,primary
11243,52,management,100000.0,1147,no,no,no,unknown,18,jun,43,1,0,unknown,no,married,tertiary
11244,44,blue-collar,20000.0,-448,no,yes,no,unknown,18,jun,149,2,0,unknown,no,married,secondary
11245,60,retired,55000.0,1336,no,no,no,unknown,18,jun,324,1,0,unknown,no,married,tertiary
11246,59,blue-collar,20000.0,337,no,no,no,unknown,18,jun,100,4,0,unknown,no,married,unknown
11247,35,admin.,50000.0,1476,no,no,no,unknown,18,jun,209,12,0,unknown,no,married,secondary
11248,37,services,70000.0,2128,no,no,no,unknown,18,jun,105,1,0,unknown,no,married,secondary
11249,41,entrepreneur,120000.0,707,no,no,no,unknown,18,jun,707,1,0,unknown,yes,married,secondary
11250,33,technician,60000.0,4,no,yes,yes,unknown,18,jun,625,2,0,unknown,yes,married,secondary
11251,47,technician,60000.0,3478,no,no,no,unknown,18,jun,13,11,0,unknown,no,married,secondary
11252,46,admin.,50000.0,126,no,no,no,unknown,18,jun,1255,1,0,unknown,yes,married,secondary
11253,50,management,100000.0,3296,no,no,no,unknown,18,jun,255,2,0,unknown,no,married,tertiary
11254,45,services,70000.0,1771,no,no,no,unknown,18,jun,50,2,0,unknown,no,single,secondary
11255,38,services,70000.0,446,no,yes,no,unknown,18,jun,373,4,0,unknown,no,divorced,secondary
11256,50,unknown,60000.0,200,no,no,no,unknown,18,jun,18,6,0,unknown,no,married,unknown
11257,43,housemaid,16000.0,5233,no,no,no,unknown,18,jun,108,2,0,unknown,no,married,secondary
11258,54,blue-collar,20000.0,45,no,yes,no,unknown,18,jun,142,20,0,unknown,no,married,primary
11259,38,technician,60000.0,11,no,no,no,unknown,18,jun,78,3,0,unknown,no,single,tertiary
11260,59,retired,55000.0,681,no,no,yes,unknown,18,jun,376,7,0,unknown,no,divorced,primary
11261,37,housemaid,16000.0,37,no,no,no,unknown,18,jun,155,2,0,unknown,no,divorced,secondary
11262,51,technician,60000.0,2682,no,no,no,unknown,18,jun,56,1,0,unknown,no,married,secondary
11263,58,management,100000.0,2729,no,no,no,unknown,18,jun,188,1,0,unknown,no,married,tertiary
11264,53,technician,60000.0,1776,no,no,no,unknown,18,jun,443,7,0,unknown,no,married,secondary
11265,59,admin.,50000.0,479,no,no,no,unknown,18,jun,326,1,0,unknown,no,married,secondary
11266,60,management,100000.0,11,no,no,no,unknown,18,jun,802,3,0,unknown,no,married,tertiary
11267,47,unknown,60000.0,1880,no,no,no,unknown,18,jun,64,2,0,unknown,no,married,unknown
11268,60,admin.,50000.0,3916,no,no,no,unknown,18,jun,18,5,0,unknown,no,single,secondary
11269,45,management,100000.0,220,no,yes,no,unknown,18,jun,89,4,0,unknown,no,divorced,tertiary
11270,36,student,4000.0,386,no,no,no,unknown,18,jun,359,2,0,unknown,no,single,unknown
11271,37,blue-collar,20000.0,523,no,no,no,unknown,18,jun,257,2,0,unknown,no,married,secondary
11272,44,services,70000.0,608,no,yes,yes,unknown,18,jun,19,30,0,unknown,no,divorced,secondary
11273,45,technician,60000.0,2571,no,no,no,unknown,18,jun,146,2,0,unknown,no,married,secondary
11274,57,retired,55000.0,914,no,no,no,unknown,18,jun,404,2,0,unknown,no,divorced,primary
11275,45,retired,55000.0,1152,no,no,no,unknown,18,jun,234,2,0,unknown,no,married,primary
11276,38,blue-collar,20000.0,519,no,yes,yes,unknown,18,jun,13,14,0,unknown,no,single,secondary
11277,36,entrepreneur,120000.0,9405,no,no,no,unknown,18,jun,297,3,0,unknown,no,married,tertiary
11278,39,blue-collar,20000.0,1967,no,no,no,unknown,18,jun,156,9,0,unknown,no,single,secondary
11279,52,technician,60000.0,0,no,yes,no,unknown,18,jun,636,12,0,unknown,no,married,secondary
11280,49,technician,60000.0,1355,no,yes,no,unknown,18,jun,300,3,0,unknown,no,married,unknown
11281,40,technician,60000.0,-1779,no,yes,yes,unknown,18,jun,37,2,0,unknown,no,married,tertiary
11282,44,housemaid,16000.0,1059,no,no,no,unknown,18,jun,2093,1,0,unknown,yes,single,primary
11283,38,services,70000.0,611,no,yes,yes,unknown,18,jun,61,3,0,unknown,no,married,secondary
11284,36,services,70000.0,1024,no,yes,no,unknown,18,jun,111,2,0,unknown,no,married,secondary
11285,31,blue-collar,20000.0,671,no,yes,no,unknown,18,jun,704,4,0,unknown,yes,married,secondary
11286,42,blue-collar,20000.0,3,no,no,no,unknown,18,jun,45,3,0,unknown,no,married,primary
11287,44,entrepreneur,120000.0,692,no,no,no,unknown,18,jun,73,4,0,unknown,no,married,secondary
11288,40,technician,60000.0,4396,no,no,no,unknown,18,jun,1195,2,0,unknown,no,married,tertiary
11289,50,blue-collar,20000.0,280,no,yes,no,unknown,18,jun,61,23,0,unknown,no,married,primary
11290,41,services,70000.0,2769,no,yes,no,unknown,18,jun,96,3,0,unknown,no,divorced,secondary
11291,41,admin.,50000.0,1245,no,no,no,unknown,18,jun,140,3,0,unknown,no,married,secondary
11292,57,blue-collar,20000.0,4722,no,yes,no,unknown,18,jun,121,2,0,unknown,no,married,unknown
11293,49,blue-collar,20000.0,1050,no,yes,no,unknown,18,jun,84,5,0,unknown,no,married,primary
11294,33,admin.,50000.0,3160,no,no,no,unknown,18,jun,719,13,0,unknown,no,single,secondary
11295,51,blue-collar,20000.0,1238,no,no,no,unknown,18,jun,48,10,0,unknown,no,married,primary
11296,51,technician,60000.0,1533,no,no,no,unknown,18,jun,242,2,0,unknown,no,married,tertiary
11297,31,blue-collar,20000.0,54,no,no,no,unknown,18,jun,230,3,0,unknown,no,single,secondary
11298,53,management,100000.0,694,no,no,no,unknown,18,jun,130,6,0,unknown,no,married,tertiary
11299,28,blue-collar,20000.0,623,no,no,no,unknown,18,jun,25,41,0,unknown,no,single,secondary
11300,47,retired,55000.0,197,no,no,no,unknown,18,jun,57,2,0,unknown,no,married,primary
11301,53,retired,55000.0,357,no,no,no,unknown,18,jun,154,2,0,unknown,no,married,secondary
11302,60,management,100000.0,358,no,no,no,unknown,18,jun,74,2,0,unknown,no,married,secondary
11303,37,services,70000.0,0,no,yes,no,unknown,18,jun,77,2,0,unknown,no,divorced,primary
11304,60,entrepreneur,120000.0,0,no,no,no,unknown,18,jun,201,1,0,unknown,no,married,primary
11305,38,self-employed,60000.0,29125,no,no,no,unknown,18,jun,313,2,0,unknown,no,married,secondary
11306,58,management,100000.0,5680,no,no,no,unknown,18,jun,114,1,0,unknown,no,married,tertiary
11307,40,blue-collar,20000.0,2357,no,no,no,unknown,18,jun,66,3,0,unknown,no,divorced,unknown
11308,50,unemployed,8000.0,193,no,yes,no,unknown,18,jun,305,6,0,unknown,no,married,secondary
11309,60,retired,55000.0,415,no,no,no,unknown,18,jun,49,2,0,unknown,no,married,primary
11310,37,blue-collar,20000.0,12130,no,yes,no,unknown,18,jun,429,13,0,unknown,no,single,primary
11311,48,housemaid,16000.0,2582,no,no,no,unknown,18,jun,51,4,0,unknown,no,divorced,primary
11312,45,services,70000.0,359,no,yes,no,unknown,18,jun,41,8,0,unknown,no,single,secondary
11313,47,technician,60000.0,165,no,no,no,unknown,18,jun,99,3,0,unknown,no,divorced,secondary
11314,51,admin.,50000.0,1994,no,no,no,unknown,18,jun,771,2,0,unknown,yes,single,secondary
11315,57,housemaid,16000.0,113,no,no,no,unknown,18,jun,378,2,0,unknown,no,divorced,primary
11316,57,blue-collar,20000.0,1236,no,no,no,unknown,18,jun,152,9,0,unknown,no,married,primary
11317,44,management,100000.0,0,no,no,no,unknown,18,jun,491,3,0,unknown,no,divorced,tertiary
11318,38,blue-collar,20000.0,1121,no,no,no,unknown,18,jun,203,1,0,unknown,no,single,secondary
11319,38,services,70000.0,393,no,no,no,unknown,18,jun,90,3,0,unknown,no,married,secondary
11320,57,unknown,60000.0,4244,no,no,no,unknown,18,jun,626,5,0,unknown,no,divorced,unknown
11321,46,blue-collar,20000.0,1823,no,no,no,unknown,18,jun,135,3,0,unknown,no,married,primary
11322,44,blue-collar,20000.0,827,no,yes,no,unknown,18,jun,65,4,0,unknown,no,single,tertiary
11323,42,housemaid,16000.0,1371,no,no,no,unknown,18,jun,125,8,0,unknown,no,married,primary
11324,49,blue-collar,20000.0,507,no,no,yes,unknown,18,jun,16,14,0,unknown,no,married,unknown
11325,54,technician,60000.0,1433,no,yes,yes,unknown,18,jun,18,20,0,unknown,no,single,tertiary
11326,54,technician,60000.0,1455,no,yes,no,unknown,18,jun,90,4,0,unknown,no,married,secondary
11327,59,retired,55000.0,1427,no,no,no,unknown,18,jun,140,2,0,unknown,no,married,primary
11328,37,blue-collar,20000.0,1104,no,no,no,unknown,18,jun,15,8,0,unknown,no,married,primary
11329,39,housemaid,16000.0,1340,no,no,no,unknown,18,jun,113,2,0,unknown,no,single,primary
11330,53,entrepreneur,120000.0,-257,no,yes,yes,unknown,18,jun,249,5,0,unknown,no,married,primary
11331,49,services,70000.0,2058,no,no,no,unknown,18,jun,82,3,0,unknown,no,married,secondary
11332,48,unknown,60000.0,2261,no,no,no,unknown,18,jun,445,3,0,unknown,no,married,unknown
11333,32,management,100000.0,607,no,yes,no,unknown,18,jun,1060,5,0,unknown,yes,married,tertiary
11334,45,management,100000.0,-687,no,yes,yes,unknown,18,jun,92,2,0,unknown,no,married,tertiary
11335,36,blue-collar,20000.0,946,no,yes,no,unknown,18,jun,255,3,0,unknown,no,married,primary
11336,58,housemaid,16000.0,2387,no,no,no,unknown,18,jun,55,2,0,unknown,no,married,primary
11337,42,services,70000.0,3236,no,no,no,unknown,18,jun,521,11,0,unknown,no,married,secondary
11338,44,services,70000.0,20541,no,no,yes,unknown,18,jun,501,2,0,unknown,no,divorced,secondary
11339,40,admin.,50000.0,1670,no,yes,no,unknown,18,jun,161,2,0,unknown,no,single,secondary
11340,57,blue-collar,20000.0,4148,no,no,no,unknown,18,jun,340,3,0,unknown,no,married,unknown
11341,42,blue-collar,20000.0,-303,no,yes,no,unknown,18,jun,40,3,0,unknown,no,married,primary
11342,47,services,70000.0,504,no,no,yes,unknown,18,jun,156,3,0,unknown,no,married,primary
11343,39,blue-collar,20000.0,0,no,no,no,unknown,18,jun,375,2,0,unknown,no,single,primary
11344,52,admin.,50000.0,0,no,no,no,unknown,18,jun,161,1,0,unknown,no,married,secondary
11345,57,housemaid,16000.0,7451,no,no,no,unknown,18,jun,43,4,0,unknown,no,divorced,primary
11346,36,admin.,50000.0,542,no,yes,no,unknown,18,jun,604,6,0,unknown,no,married,secondary
11347,59,blue-collar,20000.0,0,no,no,no,unknown,18,jun,368,1,0,unknown,no,married,secondary
11348,44,blue-collar,20000.0,2092,no,no,yes,unknown,18,jun,452,1,0,unknown,no,married,secondary
11349,41,blue-collar,20000.0,219,no,no,yes,unknown,18,jun,1574,3,0,unknown,yes,married,primary
11350,39,admin.,50000.0,0,no,no,no,unknown,19,jun,29,11,0,unknown,no,married,secondary
11351,58,blue-collar,20000.0,1826,no,yes,no,unknown,19,jun,47,3,0,unknown,no,married,secondary
11352,60,entrepreneur,120000.0,987,no,no,no,unknown,19,jun,102,13,0,unknown,no,married,primary
11353,46,unknown,60000.0,110,no,no,no,unknown,19,jun,113,14,0,unknown,no,married,primary
11354,36,blue-collar,20000.0,537,no,no,no,unknown,19,jun,160,6,0,unknown,no,married,secondary
11355,48,blue-collar,20000.0,649,no,no,no,unknown,19,jun,136,2,0,unknown,no,married,primary
11356,50,blue-collar,20000.0,5,no,no,no,unknown,19,jun,170,7,0,unknown,no,married,secondary
11357,44,admin.,50000.0,2524,no,no,no,unknown,19,jun,82,1,0,unknown,no,single,secondary
11358,42,technician,60000.0,370,no,no,no,unknown,19,jun,302,5,0,unknown,no,married,secondary
11359,54,blue-collar,20000.0,10662,no,no,no,unknown,19,jun,256,1,0,unknown,no,married,primary
11360,50,services,70000.0,748,no,no,yes,unknown,19,jun,147,1,0,unknown,no,married,secondary
11361,47,admin.,50000.0,1195,no,no,no,unknown,19,jun,451,1,0,unknown,no,married,secondary
11362,41,services,70000.0,7509,no,no,no,unknown,19,jun,575,1,0,unknown,no,married,secondary
11363,41,technician,60000.0,1278,no,no,no,unknown,19,jun,532,1,0,unknown,no,married,secondary
11364,60,management,100000.0,6313,no,no,no,unknown,19,jun,39,2,0,unknown,no,married,unknown
11365,54,management,100000.0,4112,no,no,no,unknown,19,jun,86,1,0,unknown,no,married,tertiary
11366,46,housemaid,16000.0,1188,no,no,no,unknown,19,jun,675,5,0,unknown,no,married,primary
11367,59,blue-collar,20000.0,4143,no,no,no,unknown,19,jun,122,1,0,unknown,no,married,primary
11368,40,blue-collar,20000.0,117,no,yes,no,unknown,19,jun,172,3,0,unknown,no,married,primary
11369,57,unemployed,8000.0,0,no,no,no,unknown,19,jun,97,1,0,unknown,no,married,secondary
